Sensor 1 at 2018-02-16 10:11:29.076000 values: [0.9613651593797107, 0.5044064553899148, 0.682415112209697, 0.4506640372448497, 0.7752720195603667, 0.1266685303443713, 0.642994709524845, 0.9411978242458511, 0.642665173449961, 0.4232938415283982, 0.3261316617500676, 0.848932236044285, 0.1322595531154963, 0.44317876204251294, 0.19328553787165748, 0.9114742558952289]
Sensor 2 at 2018-02-16 10:11:29.076000 values: [0.6958104876972523, 0.1479947385284066, 0.40880131373367523, 0.6168005818225102, 0.776543454779842, 0.2926703173814109, 0.6551082712099369, 0.026105868851504788, 0.49700099248745655, 0.7188104322110327, 0.12424543725507042, 0.5602903398023412, 0.4547963564536909, 0.6794404540410646, 0.6566314822769413, 0.48054002049178624]
Sensor 3 at 2018-02-16 10:11:29.076000 values: [0.8066943837919127, 0.024186194714176157, 0.5833814378870796, 0.04785834702830882, 0.7750425302722576, 0.46133647154079316, 0.974386251482472, 0.00046302517071739047, 0.884210794707669, 0.705407146564159, 0.5649224463691765, 0.857696588958716, 0.3257294413918286, 0.35923008525891675, 0.2753063484273449, 0.5164234134408068]
Sensor 4 at 2018-02-16 10:11:29.076000 values: [0.1561589743412527, 0.8991529933841277, 0.968788236688338, 'err', '', '', '', '', '', '', '', '', '', '', '', '']
Sensor 5 at 2018-02-16 10:11:29.076000 values: [0.42919185189586906, 0.2513241603523172, 0.22627400529709008, 0.5928012303700362, 0.7384142383160975, 0.7962484523915928, 0.845694421763561, 0.9960840338139504, 0.530967227725041, 0.5786912475677213, 0.6306297649695052, 0.32394792614159784, 0.5555332331075085, 0.726733823282262, 0.23561480874621155, 0.7509042012731839]
Sensor 6 at 2018-02-16 10:11:29.076000 values: [0.6388421408785199, 0.3939625073866899, 0.2681120412273108, 0.482892941209919, 0.24488629640321302, 0.621124628436841, 0.8479289288844326, 0.2139978537081879, 0.009844617675020206, 0.8338464156685992, 0.05478386798038304, 0.8092445631415046, 0.34903487058004457, 0.9448393484437138, 0.8168055236797261, 0.18909146524725573]
Sensor 7 at 2018-02-16 10:11:29.076000 values: [0.4896688339869435, 0.9702664209782255, 0.45479279138869144, 0.4611547277042648, 0.9208814276245727, 0.0804652974359844, 0.5524001507349385, 0.19776421527135712, 0.015364850611200742, 0.15489262950636096, 0.5308070299982789, 0.8416301805673199, 0.9583658313424845, 0.6362685812656024, 0.12708477208132407, 0.22877363374837278]
Sensor 8 at 2018-02-16 10:11:29.076000 values: [0.1627803535070771, 0.8442462236963902, 0.1859556968910029, 0.8902825759684141, 0.6538533573117318, 0.19822101306147577, 0.30040246502423906, 0.7958741896633886, 0.7412440107343908, 0.25538045376150365, 0.18839805316595692, 0.2503695804909357, 0.4120969322174374, 0.4553415494757336, 0.28774700467204894, 0.060982895832895845]
Sensor 9 at 2018-02-16 10:11:29.076000 values: [0.04538621777612872, 0.2509465462696593, 0.5819698866212039, 0.527023618000451, 0.13260381021417778, 0.6027089468763912, 0.10830212499412939, 0.9574035766724078, 0.8107050032877294, 0.18927120634949557, 0.8858351201959334, 0.2685408798822315, 0.3116693710582744, 0.8087563504580185, 0.8363380609517522, 0.11850863722506955]
Sensor 10 at 2018-02-16 10:11:29.076000 values: [0.502837623759313, 0.6744361966059592, 0.6657471825984533, 0.056923468092325735, 0.3719043547707699, 0.02801866886749238, 0.9500302398125451, 0.2653725918464468, 0.40795116477635873, 0.2658619459162115, 0.22700866381477425, 0.7366218601511224, 0.0638284587349015, 0.1809429492374024, 0.641881034050188, 0.3856836281398963]
Sensor 11 at 2018-02-16 10:11:29.076000 values: [0.07197987178887322, 0.8651515801648205, 0.27816083209633935, 0.33816849741010013, 0.27210159303668213, 0.20748099951821797, 0.36408437122384274, 0.30198811971959283, 0.45117276181222477, 0.5521936566113677, 0.10478008278889783, 0.2878574388672942, 0.9562546678351397, 0.26836942328433766, 0.4152775508628409, 0.8772706853710137]
